id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_12h30m,35.16046594180593,36.69350098961884,37.24564372838735,37.78424474305812,38.22424638726408,38.73140410124511,39.21978543669031,39.65646859915316,40.5500338114501
0.csv_Day7_13h00m,32.58148366341276,34.142075414892034,34.60292542423198,34.95059590587816,35.409324177220185,35.95497695171639,36.35531380277732,36.919841749160085,37.924776864096074
0.csv_Day7_13h30m,29.608716241489642,30.623988116110123,31.187785951895002,31.738617545044733,32.07828229157584,32.536193684371426,32.99074122575076,33.5279875248815,34.62961554114062
0.csv_Day7_14h00m,26.93310960950749,27.612963856776762,28.15342896564914,28.57743005674993,29.068791248468937,29.33366444658395,29.56377511026669,30.101477216572142,31.240477811833898
0.csv_Day7_14h30m,23.004228610841878,23.485250154623223,23.966546681874455,24.26397828873903,24.602319512719312,24.890730683799646,25.189963665179988,25.664078820967518,26.510640082896824
0.csv_Day7_15h00m,17.51378429011733,18.23993480426945,18.6919030715205,19.09049356974622,19.327966595523172,19.530396786815814,19.854276392703692,20.271596684764653,20.855111708038738
0.csv_Day7_15h30m,11.782346035328553,12.63608123915933,13.080874272875885,13.343576143644658,13.579277415571335,13.856664246143316,14.087279265322843,14.448248555756747,15.290408860138236
0.csv_Day7_16h00m,6.380965930819429,7.054969719006878,7.3471113006420135,7.541909635406161,7.751520579991776,7.952607011747086,8.213912739996642,8.59432628119982,9.116190271906174
0.csv_Day7_16h30m,1.5292027457500805,1.8210567745688646,2.0143476978988497,2.229640716833654,2.3977819812647643,2.571240515849638,2.796078354411241,3.0615945116512004,3.5536277969002428
0.csv_Day7_17h00m,0.06257773716614247,0.1415998568938953,0.2146106067883105,0.26083152461996617,0.35116009244706115,0.4116639888787314,0.4984876472459761,0.6573696069438645,0.9709374447112309
0.csv_Day7_17h30m,0.0,0.0,0.0,0.0008504755451899486,0.012870184441307058,0.02666396297552482,0.04722955569355108,0.09714904867520796,0.1593855648966696
0.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01814275660178954
0.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014097970176764384
0.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001409828003597457
0.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012533350222225516
0.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.006144816626722885,0.020324299589122977,0.07495596151417387,0.13202104823118838,0.2277238392493597
0.csv_Day8_7h00m,0.0,0.04043612520355546,0.11564916746074287,0.1832461184218908,0.32176319521981156,0.45262298450610366,0.568539458583381,0.6836999092465219,1.0461670239329628
0.csv_Day8_7h30m,1.3772496389512898,1.6384026643920504,1.816461692448526,2.069090450382726,2.252624722773604,2.5470492691088356,2.8078191070420924,3.1728194444019775,3.629277119046971
0.csv_Day8_8h00m,6.790196643803271,7.256143610213768,7.486951006959853,7.704949827457396,8.060027969916739,8.295756478280685,8.727471034608344,9.10831409421622,9.878297025471499
0.csv_Day8_8h30m,12.661142859330726,13.176778624016782,13.569153566550911,13.788571118420581,14.085835655364058,14.306684884232046,14.822125339978989,15.270506040710012,16.320178286017114
0.csv_Day8_9h00m,18.272261015391162,18.831882860834426,19.36182435270953,19.734108138119918,20.087901014058268,20.286660764452073,20.786713812857563,21.39023588842542,22.144114559070246
0.csv_Day8_9h30m,23.41800369184679,24.18387999537437,24.766802996361502,25.187043254209946,25.59005904696513,25.865637042893074,26.260845855132665,26.907040074438164,27.927158326622607
0.csv_Day8_10h00m,28.160757339462346,28.930217125069113,29.52783265391,29.919618458259723,30.289838377014448,30.621177619940863,31.113214410511105,31.74502939125262,32.78577266004731
0.csv_Day8_10h30m,32.369034520347405,33.01068694779278,33.69625551169367,34.08242957793085,34.47809194649048,34.94899223543433,35.38233315312792,35.95197691187982,36.86715902564144
0.csv_Day8_11h00m,35.401833023782935,36.41713771639952,36.882034945122975,37.37411584111634,37.746159238285294,38.17989917056216,38.66290218033519,39.23851674908358,40.38371661002473
0.csv_Day8_11h30m,36.63675845916534,37.7163079216325,38.34041154816509,38.71601129174581,38.99191091199737,39.50951687488537,39.93349640795888,40.44972004659137,41.57057106668913
0.csv_Day8_12h00m,37.31170406056041,38.375922575374005,38.91550303398136,39.41370625936726,39.76164313368672,40.31556799718103,40.7829931666907,41.227827368922554,42.06834457954181
0.csv_Day8_12h30m,36.77378721195016,38.00817175745616,38.592546052809666,38.89033983708665,39.17658021986516,39.668827447147336,40.113529843714296,40.64244716948985,41.432160058412606
0.csv_Day8_13h00m,34.34393143526675,35.45261546909138,35.90306971499252,36.28334949973491,36.66564866016427,36.95627934193315,37.46977926152752,38.01062495758712,38.9961083646047
0.csv_Day8_13h30m,31.030732425959055,31.93356508033974,32.48373702145656,32.83417998651747,33.183460356639046,33.63768422885301,33.99737531340652,34.48276817897945,35.39859181806493
0.csv_Day8_14h00m,27.559267110797354,28.366341861441047,29.057881196534893,29.39387450172589,29.732999820745,30.11568995323583,30.44168125031075,30.858316731811644,31.90396032269954
0.csv_Day8_14h30m,23.628192106449564,24.5175985449633,24.911688782413695,25.19239407947303,25.44478849627895,25.725972939531452,26.089111026675205,26.507884654877255,27.239118013771503
0.csv_Day8_15h00m,18.276470736881166,19.00849399314422,19.349812317315713,19.663574664839416,19.877748257511122,20.12470086720587,20.444581493884087,20.831622014977302,21.624078144417584
0.csv_Day8_15h30m,12.423706015883669,13.22398668528381,13.624585076379672,13.982796732766152,14.14696946246702,14.300439437088441,14.499695471703188,14.895888741088292,15.720569671549153
0.csv_Day8_16h00m,6.7584182863810005,7.339739107167276,7.642093480186832,7.960261501560003,8.161075082281759,8.324809885089977,8.532426685093823,8.81836099073389,9.528610394081301
0.csv_Day8_16h30m,1.6643371807247116,1.9984066850060054,2.166459927977812,2.429103660223371,2.5671744249760806,2.7525196241738277,2.9811651975444344,3.179948476991005,3.7514140744357984
0.csv_Day8_17h00m,0.06891165915037431,0.18388508073357754,0.2558611209318766,0.33118610263771503,0.3909030947237113,0.4913586417274123,0.5630797129961074,0.7486763382843312,1.0063141406610532
0.csv_Day8_17h30m,0.0,0.0,0.0,0.008091422046151263,0.01994877689537637,0.0321520040389655,0.05654857043803599,0.11072370739379392,0.19631392611008064
0.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018263330226230733
0.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000973573014853763
1.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016118002769668748
1.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0060107486204150126,0.02182546838154167,0.05543588272497494,0.11733354672116422,0.21113605149770626
1.csv_Day7_7h00m,0.0,0.0480070349171172,0.12687789991387102,0.19385378300174202,0.31795585119543596,0.3922014909548709,0.5374677152169647,0.6796417314970179,1.0276631164816978
1.csv_Day7_7h30m,1.267322777866667,1.604604746355484,1.76584334062631,1.969622127115821,2.253906671690858,2.4722014520421522,2.7052040417891456,3.21727212045218,3.7040030860469177
1.csv_Day7_8h00m,6.77122184317715,7.112907024159352,7.335240448716095,7.575499078286666,7.880597507077688,8.07946011020257,8.42762941077653,9.135947501857425,9.742115843594295
1.csv_Day7_8h30m,12.517693411501082,12.908985990828766,13.277982320756374,13.559733505950064,13.884470605492732,14.236788899173167,14.57325615503528,15.209046679040615,16.23752023082795
1.csv_Day7_9h00m,18.384519773826085,18.751158226059225,19.107047891345424,19.46100274956603,19.72788734501057,20.167503778480093,20.699481616468812,21.25540864768458,22.31255310947957
1.csv_Day7_9h30m,23.476314796045745,24.004403657116942,24.50867603115757,24.882887364352026,25.24791569321446,25.694254772238125,26.26782300021828,27.158942509857663,27.95779139264396
1.csv_Day7_10h00m,28.399649797658,28.99638719457983,29.46680846663244,29.75435194871548,30.22884048533589,30.6083015379953,31.50156335432615,32.15140752156321,33.52684064272104
1.csv_Day7_10h30m,32.39326588774189,33.10025518241938,33.58174046776013,33.95230230156201,34.39324432926708,34.86265077807933,35.53149330742424,36.34936838787427,37.79595782389595
1.csv_Day7_11h00m,35.455714780765625,36.105097351331764,36.82990841549752,37.19821937163889,37.588377241348354,38.043636588208074,38.5895693320282,39.234284872964096,41.300119013706734
1.csv_Day7_11h30m,36.81067646858649,37.59308590141758,38.0785003689888,38.55210511400511,38.985922902069305,39.55317306667311,40.13650767852675,41.00697309127686,43.63899519690828
1.csv_Day7_12h00m,37.42491520418736,38.137112251776834,38.70659515227218,39.17963783419586,39.80503178380228,40.381299979918566,40.738110929630786,41.75733760563615,44.54126554603086
1.csv_Day7_12h30m,36.73868750799922,37.66979542713467,38.00575740601399,38.34035920364718,38.908071646305004,39.35304652815839,39.90918117496964,41.168694409857714,43.554418099230354
1.csv_Day7_13h00m,34.19886352610389,34.70187413843775,35.132110413570615,35.5975979566534,36.21934418366607,36.74610126134069,37.289788137373975,38.18409078436999,40.279182954498076
1.csv_Day7_13h30m,30.665099367819582,31.227614008404874,31.78827832916057,32.25163605403238,32.779581125382364,33.11647735346592,33.75091132571429,34.72139711282822,36.211851610742016
1.csv_Day7_14h00m,27.764777762060238,28.2574189717704,28.738626090921525,29.146900521150613,29.427934864012393,29.67742023063742,30.220360734602057,31.115653952299503,32.93345271630012
1.csv_Day7_14h30m,23.547954968544445,24.059738565737852,24.488398454354346,24.78234401642195,25.00504211338555,25.247041138954483,25.76385256154706,26.496703308090165,28.155152583171336
1.csv_Day7_15h00m,18.47655962703182,18.918249815633285,19.27374438333908,19.435350619266806,19.680645025299647,20.115344033124554,20.426690433440843,21.16306420031422,22.676692170219212
1.csv_Day7_15h30m,12.766840177558503,13.161553404779502,13.41570440106024,13.686227145694195,13.983934933467484,14.28206689407444,14.588527768429516,15.330130400518549,16.88936041887158
1.csv_Day7_16h00m,7.1633081824695815,7.440883431613387,7.6284889696874645,7.891358211214263,8.056630227148261,8.369736190696326,8.646536415810216,9.16927495100074,10.213839264583203
1.csv_Day7_16h30m,1.7769150896667292,1.9690496614918385,2.228252908584913,2.407154516095695,2.6177716672115823,2.800748417972211,3.064997805222945,3.376126699774622,4.190890912925662
1.csv_Day7_17h00m,0.06257773716614247,0.14685274149420086,0.21624554044947228,0.29595713155555736,0.36231342217062823,0.44589647320666054,0.531178361365067,0.6573696069438645,0.9952641595356724
1.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.01181668469771867,0.025332837035849515,0.04165550798697673,0.08347208672177422,0.15130218839555046
1.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018161604697382927
1.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022825948373083856
1.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015363377763438022
1.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012533350222225516
1.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.004428987746061083,0.01424109086025905,0.05831847968705684,0.11101008757385607,0.2107913056667584
1.csv_Day8_7h00m,0.0,0.026473416364573323,0.11862286324917626,0.1832461184218908,0.3117275884929931,0.41424558212060153,0.5170613212492089,0.6684693181968481,1.0292908953616946
1.csv_Day8_7h30m,1.274408529072064,1.5567976862861936,1.8032313949147196,2.0110546812144583,2.2827916611360406,2.5485814012005976,2.784081088686646,3.180612438520143,3.688814611437291
1.csv_Day8_8h00m,6.853517882240783,7.234330115957922,7.481411736940573,7.697031130703231,8.100199815552806,8.321444575837958,8.671848898504189,9.19546763416727,9.71295521451205
1.csv_Day8_8h30m,12.748590390994783,13.25091754599286,13.60775257987288,13.807318782392263,14.100658227616979,14.40463248686118,14.926749853024328,15.395663391275235,16.08393284494808
1.csv_Day8_9h00m,18.567094447402916,19.057255966500936,19.52947896281768,19.86822815093523,20.14996677559959,20.403665891534086,20.898993613814163,21.51405437069212,22.263940219272232
1.csv_Day8_9h30m,23.739891591761193,24.441100529225146,24.905573119971706,25.304419918467033,25.709669330692975,25.952109456184115,26.640728047371372,27.108400616278363,28.061049913172344
1.csv_Day8_10h00m,28.77690749145018,29.30585037927977,29.728088615034086,30.104116670552216,30.487422635388704,30.872633567363366,31.420106951799387,32.18496889926492,33.15760871562231
1.csv_Day8_10h30m,32.91247792006612,33.446657838863075,33.96591464931232,34.42704673910952,34.84898505140231,35.24787927942254,35.788685529150015,36.45782462687804,37.309244083795285
1.csv_Day8_11h00m,36.02692657022534,36.78999928188935,37.224412577537414,37.71532487746918,38.01140726166261,38.47943968432968,39.053367435052905,39.784374270947126,40.89176643402145
1.csv_Day8_11h30m,37.35194719846548,38.21843745226267,38.653847778860666,38.96161559452993,39.490483452710336,39.778937308204554,40.29913540708314,41.046500823462196,42.66662721579172
1.csv_Day8_12h00m,38.03153370094132,38.79387070725624,39.34233445599713,39.689173390236896,40.17489417037277,40.64055311393306,41.1603227893405,41.70479611378327,43.521133420411545
1.csv_Day8_12h30m,37.639487101775394,38.33708389488797,38.769141958522134,39.1140777914266,39.58332953119641,39.89787386751619,40.46202847143075,40.91406120327914,42.83511359522501
1.csv_Day8_13h00m,34.64341651969799,35.76406755787877,36.10664677260977,36.51786796718895,36.79128437229494,37.11721678146591,37.722522887077,38.28663503391901,39.267174283503465
1.csv_Day8_13h30m,31.651432167431086,32.28832674716918,32.79107824336373,33.05746092573804,33.37057053209524,33.889086732392066,34.18600511739197,34.780912139892024,35.60948295384837
1.csv_Day8_14h00m,28.143641321311307,28.963076494588197,29.387022622478934,29.714791462889785,30.069198039911704,30.379795114756014,30.756085165918776,31.36613588213175,32.89578214998542
1.csv_Day8_14h30m,24.233067947505305,24.790667821985515,25.104769033423594,25.32519695320344,25.596587921168123,25.885297530999242,26.27637778757183,26.76787220803428,27.491745730441767
1.csv_Day8_15h00m,18.839745454470396,19.28251913045711,19.57896462269512,19.811102906819183,20.051984159250004,20.32684165801363,20.655548465003587,21.08720409195398,22.395832078263613
1.csv_Day8_15h30m,13.206350928581756,13.590441707882585,13.928475783477337,14.131174624156294,14.29860554967771,14.47973762083549,14.76574529679582,15.473821744668484,16.463134366750147
1.csv_Day8_16h00m,7.335573145640856,7.617278709242125,7.953879027628481,8.142045368619561,8.311559777774235,8.52958868857832,8.826140975740424,9.2139147878482,10.215912865001854
1.csv_Day8_16h30m,1.8293027094486898,2.1318074658271597,2.3863732024454416,2.562773530706357,2.7730409096646076,2.979074009663802,3.136897437925638,3.6024866862552805,4.208851495441927
1.csv_Day8_17h00m,0.07737168858632364,0.20040232836456542,0.2706823423179944,0.34586402795553545,0.4360293686613387,0.5270709605658109,0.5960409207766112,0.7611225697176326,1.0393323013492057
1.csv_Day8_17h30m,0.0,0.0,0.0,0.006871318563321767,0.01915988636275253,0.031166801169637878,0.05427299431246793,0.10970201429393679,0.17534797347712278
1.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02832682529789818
1.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018173506108313078
1.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014998175451537848
2.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03901227659818194
2.csv_Day7_6h30m,0.0,0.0,0.0,0.0012853750273939385,0.01500540588242718,0.045106993089977815,0.09486056708065552,0.17434459058157897,0.3241268244359493
2.csv_Day7_7h00m,0.0,0.07954687694742704,0.18769926158042327,0.2989746447540344,0.4189427530312237,0.5842101899324509,0.7932420741685017,1.2219604509615387,1.7440164228898545
