ID,착과량(int)
TEST_0166,269.0
TEST_0167,216.0
TEST_0168,797.0
TEST_0169,611.0
TEST_0170,205.0
TEST_0171,432.0
TEST_0172,473.0
TEST_0173,292.0
TEST_0174,95.0
TEST_0175,160.0
TEST_0176,398.0
TEST_0177,721.0
TEST_0178,462.0
TEST_0179,400.0
TEST_0180,394.0
TEST_0181,721.0
TEST_0182,233.0
TEST_0183,308.0
TEST_0184,499.0
TEST_0185,463.0
TEST_0186,20.0
TEST_0187,769.0
TEST_0188,734.0
TEST_0189,22.0
TEST_0190,647.0
TEST_0191,206.0
TEST_0192,141.0
TEST_0193,558.0
TEST_0194,446.0
TEST_0195,610.0
TEST_0196,425.0
TEST_0197,53.0
TEST_0198,60.0
TEST_0199,121.0
TEST_0200,232.0
TEST_0201,355.0
TEST_0202,70.0
TEST_0203,183.0
TEST_0204,720.0
TEST_0205,519.0
TEST_0206,380.0
TEST_0207,337.0
TEST_0208,232.0
TEST_0209,376.0
TEST_0210,747.0
TEST_0211,129.0
TEST_0212,24.0
TEST_0213,352.0
TEST_0214,252.0
TEST_0215,167.0
TEST_0216,512.0
TEST_0217,48.0
TEST_0218,758.0
TEST_0219,222.0
TEST_0220,345.0
TEST_0221,290.0
TEST_0222,216.0
TEST_0223,503.0
TEST_0224,623.0
TEST_0225,631.0
TEST_0226,440.0
TEST_0227,584.0
TEST_0228,629.0
TEST_0229,355.0
TEST_0230,52.0
TEST_0231,776.0
TEST_0232,133.0
TEST_0233,491.0
TEST_0234,554.0
TEST_0235,760.0
TEST_0236,364.0
TEST_0237,502.0
TEST_0238,46.0
TEST_0239,794.0
TEST_0240,719.0
TEST_0241,415.0
TEST_0242,539.0
TEST_0243,46.0
TEST_0244,667.0
TEST_0245,154.0
TEST_0246,297.0
TEST_0247,450.0
TEST_0248,391.0
TEST_0249,332.0
TEST_0250,213.0
TEST_0251,174.0
TEST_0252,635.0
TEST_0253,265.0
TEST_0254,474.0
TEST_0255,187.0
TEST_0256,243.0
TEST_0257,560.0
TEST_0258,571.0
TEST_0259,257.0
TEST_0260,583.0
TEST_0261,133.0
TEST_0262,279.0
TEST_0263,568.0
TEST_0264,232.0
TEST_0265,632.0
TEST_0266,372.0
TEST_0267,782.0
TEST_0268,402.0
TEST_0269,480.0
TEST_0270,291.0
TEST_0271,276.0
TEST_0272,799.0
TEST_0273,470.0
TEST_0274,428.0
TEST_0275,169.0
TEST_0276,216.0
TEST_0277,352.0
TEST_0278,249.0
TEST_0279,173.0
TEST_0280,434.0
TEST_0281,415.0
TEST_0282,186.0
TEST_0283,3.0
TEST_0284,571.0
TEST_0285,583.0
TEST_0286,7.0
TEST_0287,477.0
TEST_0288,764.0
TEST_0289,216.0
TEST_0290,231.0
TEST_0291,121.0
TEST_0292,331.0
TEST_0293,580.0
TEST_0294,44.0
TEST_0295,265.0
TEST_0296,573.0
TEST_0297,432.0
TEST_0298,252.0
TEST_0299,431.0
TEST_0300,42.0
TEST_0301,52.0
TEST_0302,133.0
TEST_0303,456.0
TEST_0304,648.0
TEST_0305,264.0
TEST_0306,272.0
TEST_0307,225.0
TEST_0308,216.0
TEST_0309,488.0
TEST_0310,24.0
TEST_0311,304.0
TEST_0312,756.0
TEST_0313,691.0
TEST_0314,282.0
TEST_0315,202.0
TEST_0316,57.0
TEST_0317,88.0
TEST_0318,368.0
TEST_0319,503.0
TEST_0320,387.0
TEST_0321,563.0
TEST_0322,216.0
TEST_0323,409.0
TEST_0324,678.0
TEST_0325,468.0
TEST_0326,134.0
TEST_0327,681.0
TEST_0328,490.0
TEST_0329,402.0
TEST_0330,756.0
TEST_0331,108.0
TEST_0332,60.0
TEST_0333,218.0
TEST_0334,79.0
TEST_0335,2.0
TEST_0336,210.0
TEST_0337,676.0
TEST_0338,694.0
TEST_0339,134.0
TEST_0340,759.0
TEST_0341,141.0
TEST_0342,233.0
TEST_0343,252.0
TEST_0344,685.0
TEST_0345,118.0
TEST_0346,16.0
TEST_0347,26.0
TEST_0348,184.0
TEST_0349,633.0
TEST_0350,514.0
TEST_0351,391.0
TEST_0352,396.0
TEST_0353,716.0
TEST_0354,7.0
TEST_0355,418.0
TEST_0356,185.0
TEST_0357,705.0
TEST_0358,142.0
TEST_0359,706.0
TEST_0360,140.0
TEST_0361,307.0
TEST_0362,446.0
TEST_0363,219.0
TEST_0364,178.0
TEST_0365,520.0
TEST_0366,7.0
TEST_0367,535.0
TEST_0368,298.0
TEST_0369,276.0
TEST_0370,583.0
TEST_0371,108.0
TEST_0372,110.0
TEST_0373,523.0
TEST_0374,49.0
TEST_0375,320.0
TEST_0376,378.0
TEST_0377,134.0
TEST_0378,163.0
TEST_0379,299.0
TEST_0380,708.0
TEST_0381,640.0
TEST_0382,192.0
TEST_0383,734.0
TEST_0384,23.0
TEST_0385,311.0
TEST_0386,531.0
TEST_0387,535.0
TEST_0388,760.0
TEST_0389,205.0
TEST_0390,5.0
TEST_0391,159.0
TEST_0392,554.0
TEST_0393,363.0
TEST_0394,263.0
TEST_0395,276.0
TEST_0396,392.0
TEST_0397,191.0
TEST_0398,438.0
TEST_0399,782.0
TEST_0400,697.0
TEST_0401,218.0
TEST_0402,633.0
TEST_0403,627.0
TEST_0404,593.0
TEST_0405,139.0
TEST_0406,491.0
TEST_0407,207.0
TEST_0408,452.0
TEST_0409,755.0
TEST_0410,44.0
TEST_0411,455.0
TEST_0412,586.0
TEST_0413,647.0
TEST_0414,300.0
TEST_0415,270.0
TEST_0416,14.0
TEST_0417,178.0
TEST_0418,761.0
TEST_0419,581.0
TEST_0420,306.0
TEST_0421,528.0
TEST_0422,596.0
TEST_0423,249.0
TEST_0424,314.0
TEST_0425,37.0
TEST_0426,178.0
TEST_0427,612.0
TEST_0428,762.0
TEST_0429,22.0
TEST_0430,427.0
TEST_0431,492.0
TEST_0432,653.0
TEST_0433,216.0
TEST_0434,719.0
TEST_0435,327.0
TEST_0436,179.0
TEST_0437,189.0
TEST_0438,2.0
TEST_0439,223.0
TEST_0440,53.0
TEST_0441,706.0
TEST_0442,696.0
TEST_0443,387.0
TEST_0444,201.0
TEST_0445,361.0
TEST_0446,23.0
TEST_0447,26.0
TEST_0448,740.0
TEST_0449,93.0
TEST_0450,372.0
TEST_0451,448.0
TEST_0452,753.0
TEST_0453,252.0
TEST_0454,259.0
TEST_0455,557.0
TEST_0456,234.0
TEST_0457,610.0
TEST_0458,663.0
TEST_0459,178.0
TEST_0460,155.0
TEST_0461,224.0
TEST_0462,497.0
TEST_0463,462.0
TEST_0464,611.0
TEST_0465,347.0
TEST_0466,626.0
TEST_0467,403.0
TEST_0468,644.0
TEST_0469,347.0
TEST_0470,372.0
TEST_0471,223.0
TEST_0472,167.0
TEST_0473,614.0
TEST_0474,66.0
TEST_0475,769.0
TEST_0476,394.0
TEST_0477,182.0
TEST_0478,167.0
TEST_0479,501.0
TEST_0480,249.0
TEST_0481,162.0
TEST_0482,686.0
TEST_0483,281.0
TEST_0484,360.0
TEST_0485,100.0
TEST_0486,410.0
TEST_0487,539.0
TEST_0488,210.0
TEST_0489,450.0
TEST_0490,199.0
TEST_0491,695.0
TEST_0492,44.0
TEST_0493,129.0
TEST_0494,427.0
TEST_0495,456.0
TEST_0496,426.0
TEST_0497,201.0
TEST_0498,649.0
TEST_0499,352.0
TEST_0500,320.0
TEST_0501,456.0
TEST_0502,332.0
TEST_0503,426.0
TEST_0504,218.0
TEST_0505,139.0
TEST_0506,273.0
TEST_0507,232.0
TEST_0508,511.0
TEST_0509,270.0
TEST_0510,374.0
TEST_0511,336.0
TEST_0512,795.0
TEST_0513,519.0
TEST_0514,694.0
TEST_0515,231.0
TEST_0516,559.0
TEST_0517,713.0
TEST_0518,25.0
TEST_0519,328.0
TEST_0520,737.0
TEST_0521,674.0
TEST_0522,216.0
TEST_0523,491.0
TEST_0524,357.0
TEST_0525,721.0
TEST_0526,648.0
TEST_0527,335.0
TEST_0528,539.0
TEST_0529,141.0
TEST_0530,248.0
TEST_0531,539.0
TEST_0532,639.0
TEST_0533,72.0
TEST_0534,311.0
TEST_0535,734.0
TEST_0536,320.0
TEST_0537,613.0
TEST_0538,233.0
TEST_0539,385.0
TEST_0540,789.0
TEST_0541,431.0
TEST_0542,303.0
TEST_0543,678.0
TEST_0544,580.0
TEST_0545,666.0
TEST_0546,25.0
TEST_0547,367.0
TEST_0548,347.0
TEST_0549,384.0
TEST_0550,624.0
TEST_0551,569.0
TEST_0552,554.0
TEST_0553,770.0
TEST_0554,292.0
TEST_0555,46.0
TEST_0556,682.0
TEST_0557,488.0
TEST_0558,583.0
TEST_0559,174.0
TEST_0560,327.0
TEST_0561,291.0
TEST_0562,220.0
TEST_0563,100.0
TEST_0564,240.0
TEST_0565,658.0
TEST_0566,108.0
TEST_0567,723.0
TEST_0568,592.0
TEST_0569,19.0
TEST_0570,173.0
TEST_0571,135.0
TEST_0572,131.0
TEST_0573,71.0
TEST_0574,367.0
TEST_0575,595.0
TEST_0576,174.0
TEST_0577,384.0
TEST_0578,391.0
TEST_0579,592.0
TEST_0580,244.0
TEST_0581,291.0
TEST_0582,330.0
TEST_0583,62.0
TEST_0584,156.0
TEST_0585,585.0
TEST_0586,241.0
TEST_0587,46.0
TEST_0588,425.0
TEST_0589,646.0
TEST_0590,233.0
TEST_0591,361.0
TEST_0592,375.0
TEST_0593,357.0
TEST_0594,681.0
TEST_0595,397.0
TEST_0596,186.0
TEST_0597,232.0
TEST_0598,262.0
TEST_0599,189.0
TEST_0600,452.0
TEST_0601,415.0
TEST_0602,503.0
TEST_0603,303.0
TEST_0604,751.0
TEST_0605,139.0
TEST_0606,173.0
TEST_0607,237.0
TEST_0608,577.0
TEST_0609,766.0
TEST_0610,685.0
TEST_0611,696.0
TEST_0612,127.0
TEST_0613,360.0
TEST_0614,568.0
TEST_0615,241.0
TEST_0616,416.0
TEST_0617,440.0
TEST_0618,248.0
TEST_0619,170.0
TEST_0620,726.0
TEST_0621,168.0
TEST_0622,606.0
TEST_0623,381.0
TEST_0624,57.0
TEST_0625,778.0
TEST_0626,270.0
TEST_0627,229.0
TEST_0628,244.0
TEST_0629,721.0
TEST_0630,634.0
TEST_0631,216.0
TEST_0632,687.0
TEST_0633,218.0
TEST_0634,259.0
TEST_0635,124.0
TEST_0636,270.0
TEST_0637,590.0
TEST_0638,488.0
TEST_0639,537.0
TEST_0640,421.0
TEST_0641,278.0
TEST_0642,14.0
TEST_0643,240.0
TEST_0644,757.0
TEST_0645,273.0
TEST_0646,192.0
TEST_0647,135.0
TEST_0648,720.0
TEST_0649,337.0
TEST_0650,642.0
TEST_0651,713.0
TEST_0652,672.0
TEST_0653,376.0
TEST_0654,200.0
TEST_0655,167.0
TEST_0656,144.0
TEST_0657,275.0
TEST_0658,232.0
TEST_0659,547.0
TEST_0660,378.0
TEST_0661,535.0
TEST_0662,369.0
TEST_0663,67.0
TEST_0664,519.0
TEST_0665,303.0
TEST_0666,398.0
TEST_0667,539.0
TEST_0668,426.0
TEST_0669,249.0
TEST_0670,713.0
TEST_0671,134.0
TEST_0672,19.0
TEST_0673,568.0
TEST_0674,65.0
TEST_0675,615.0
TEST_0676,216.0
TEST_0677,377.0
TEST_0678,584.0
TEST_0679,308.0
TEST_0680,423.0
TEST_0681,539.0
TEST_0682,695.0
TEST_0683,491.0
TEST_0684,292.0
TEST_0685,446.0
TEST_0686,741.0
TEST_0687,218.0
TEST_0688,130.0
TEST_0689,329.0
TEST_0690,634.0
TEST_0691,163.0
TEST_0692,296.0
TEST_0693,216.0
TEST_0694,273.0
TEST_0695,503.0
TEST_0696,120.0
TEST_0697,595.0
TEST_0698,153.0
TEST_0699,596.0
TEST_0700,645.0
TEST_0701,88.0
TEST_0702,46.0
TEST_0703,42.0
TEST_0704,793.0
TEST_0705,191.0
TEST_0706,375.0
TEST_0707,797.0
TEST_0708,375.0
TEST_0709,731.0
TEST_0710,352.0
TEST_0711,588.0
TEST_0712,16.0
TEST_0713,483.0
TEST_0714,3.0
TEST_0715,6.0
TEST_0716,322.0
TEST_0717,764.0
TEST_0718,24.0
TEST_0719,608.0
TEST_0720,369.0
TEST_0721,278.0
TEST_0722,795.0
TEST_0723,495.0
TEST_0724,6.0
TEST_0725,388.0
TEST_0726,489.0
TEST_0727,671.0
TEST_0728,593.0
TEST_0729,222.0
TEST_0730,604.0
TEST_0731,241.0
TEST_0732,658.0
TEST_0733,376.0
TEST_0734,315.0
TEST_0735,270.0
TEST_0736,480.0
TEST_0737,639.0
TEST_0738,12.0
TEST_0739,232.0
TEST_0740,446.0
TEST_0741,141.0
TEST_0742,171.0
TEST_0743,157.0
TEST_0744,563.0
TEST_0745,283.0
TEST_0746,173.0
TEST_0747,314.0
TEST_0748,653.0
TEST_0749,632.0
TEST_0750,369.0
TEST_0751,466.0
TEST_0752,674.0
TEST_0753,563.0
TEST_0754,154.0
TEST_0755,3.0
TEST_0756,81.0
TEST_0757,27.0
TEST_0758,233.0
TEST_0759,292.0
TEST_0760,171.0
TEST_0761,541.0
TEST_0762,635.0
TEST_0763,446.0
TEST_0764,680.0
TEST_0765,483.0
TEST_0766,536.0
TEST_0767,473.0
TEST_0768,662.0
TEST_0769,652.0
TEST_0770,134.0
TEST_0771,564.0
TEST_0772,7.0
TEST_0773,641.0
TEST_0774,226.0
TEST_0775,36.0
TEST_0776,7.0
TEST_0777,545.0
TEST_0778,12.0
TEST_0779,241.0
TEST_0780,758.0
TEST_0781,363.0
TEST_0782,690.0
TEST_0783,427.0
TEST_0784,259.0
TEST_0785,319.0
TEST_0786,141.0
TEST_0787,265.0
TEST_0788,442.0
TEST_0789,36.0
TEST_0790,488.0
TEST_0791,246.0
TEST_0792,165.0
TEST_0793,766.0
TEST_0794,360.0
TEST_0795,157.0
TEST_0796,142.0
TEST_0797,350.0
TEST_0798,170.0
TEST_0799,685.0
TEST_0800,16.0
TEST_0801,171.0
TEST_0802,313.0
TEST_0803,230.0
TEST_0804,174.0
TEST_0805,780.0
TEST_0806,604.0
TEST_0807,519.0
TEST_0808,325.0
TEST_0809,576.0
TEST_0810,47.0
TEST_0811,560.0
TEST_0812,322.0
TEST_0813,571.0
TEST_0814,775.0
TEST_0815,592.0
TEST_0816,3.0
TEST_0817,7.0
TEST_0818,614.0
TEST_0819,678.0
TEST_0820,545.0
TEST_0821,215.0
TEST_0822,319.0
TEST_0823,7.0
TEST_0824,597.0
TEST_0825,514.0
TEST_0826,620.0
TEST_0827,394.0
TEST_0828,750.0
TEST_0829,606.0
TEST_0830,26.0
TEST_0831,330.0
TEST_0832,537.0
TEST_0833,74.0
TEST_0834,220.0
TEST_0835,266.0
TEST_0836,376.0
TEST_0837,732.0
TEST_0838,599.0
TEST_0839,760.0
TEST_0840,216.0
TEST_0841,508.0
TEST_0842,597.0
TEST_0843,167.0
TEST_0844,775.0
TEST_0845,295.0
TEST_0846,463.0
TEST_0847,676.0
TEST_0848,191.0
TEST_0849,291.0
TEST_0850,60.0
TEST_0851,493.0
TEST_0852,67.0
TEST_0853,23.0
TEST_0854,9.0
TEST_0855,487.0
TEST_0856,669.0
TEST_0857,328.0
TEST_0858,10.0
TEST_0859,383.0
TEST_0860,561.0
TEST_0861,510.0
TEST_0862,595.0
TEST_0863,597.0
TEST_0864,270.0
TEST_0865,476.0
TEST_0866,327.0
TEST_0867,385.0
TEST_0868,301.0
TEST_0869,545.0
TEST_0870,703.0
TEST_0871,360.0
TEST_0872,775.0
TEST_0873,501.0
TEST_0874,3.0
TEST_0875,382.0
TEST_0876,314.0
TEST_0877,426.0
TEST_0878,485.0
TEST_0879,270.0
TEST_0880,743.0
TEST_0881,37.0
TEST_0882,227.0
TEST_0883,448.0
TEST_0884,504.0
TEST_0885,647.0
TEST_0886,326.0
TEST_0887,125.0
TEST_0888,662.0
TEST_0889,697.0
TEST_0890,273.0
TEST_0891,270.0
TEST_0892,676.0
TEST_0893,620.0
TEST_0894,751.0
TEST_0895,769.0
TEST_0896,609.0
TEST_0897,542.0
TEST_0898,498.0
TEST_0899,426.0
TEST_0900,322.0
TEST_0901,779.0
TEST_0902,582.0
TEST_0903,52.0
TEST_0904,619.0
TEST_0905,708.0
TEST_0906,410.0
TEST_0907,175.0
TEST_0908,658.0
TEST_0909,107.0
TEST_0910,554.0
TEST_0911,174.0
TEST_0912,674.0
TEST_0913,79.0
TEST_0914,270.0
TEST_0915,502.0
TEST_0916,269.0
TEST_0917,127.0
TEST_0918,376.0
TEST_0919,679.0
TEST_0920,681.0
TEST_0921,201.0
TEST_0922,147.0
TEST_0923,709.0
TEST_0924,700.0
TEST_0925,358.0
TEST_0926,339.0
TEST_0927,597.0
TEST_0928,187.0
TEST_0929,691.0
TEST_0930,712.0
TEST_0931,401.0
TEST_0932,347.0
TEST_0933,719.0
TEST_0934,488.0
TEST_0935,306.0
TEST_0936,273.0
TEST_0937,57.0
TEST_0938,181.0
TEST_0939,661.0
TEST_0940,385.0
TEST_0941,165.0
TEST_0942,480.0
TEST_0943,454.0
TEST_0944,49.0
TEST_0945,661.0
TEST_0946,52.0
TEST_0947,580.0
TEST_0948,16.0
TEST_0949,660.0
TEST_0950,510.0
TEST_0951,749.0
TEST_0952,656.0
TEST_0953,671.0
TEST_0954,632.0
TEST_0955,595.0
TEST_0956,719.0
TEST_0957,450.0
TEST_0958,126.0
TEST_0959,450.0
TEST_0960,201.0
TEST_0961,396.0
TEST_0962,259.0
TEST_0963,17.0
TEST_0964,739.0
TEST_0965,202.0
TEST_0966,573.0
TEST_0967,464.0
TEST_0968,576.0
TEST_0969,569.0
TEST_0970,174.0
TEST_0971,561.0
TEST_0972,503.0
TEST_0973,455.0
TEST_0974,358.0
TEST_0975,576.0
TEST_0976,304.0
TEST_0977,62.0
TEST_0978,57.0
TEST_0979,758.0
TEST_0980,31.0
TEST_0981,40.0
TEST_0982,22.0
TEST_0983,588.0
TEST_0984,104.0
TEST_0985,676.0
TEST_0986,542.0
TEST_0987,614.0
TEST_0988,6.0
TEST_0989,326.0
TEST_0990,496.0
TEST_0991,466.0
TEST_0992,262.0
TEST_0993,633.0
TEST_0994,252.0
TEST_0995,719.0
TEST_0996,142.0
TEST_0997,430.0
TEST_0998,692.0
TEST_0999,81.0
TEST_1000,419.0
TEST_1001,678.0
TEST_1002,442.0
TEST_1003,387.0
TEST_1004,259.0
TEST_1005,415.0
TEST_1006,178.0
TEST_1007,731.0
TEST_1008,418.0
TEST_1009,532.0
TEST_1010,207.0
TEST_1011,457.0
TEST_1012,452.0
TEST_1013,127.0
TEST_1014,322.0
TEST_1015,174.0
TEST_1016,273.0
TEST_1017,496.0
TEST_1018,783.0
TEST_1019,189.0
TEST_1020,186.0
TEST_1021,127.0
TEST_1022,473.0
TEST_1023,231.0
TEST_1024,119.0
TEST_1025,639.0
TEST_1026,671.0
TEST_1027,288.0
TEST_1028,657.0
TEST_1029,1.0
TEST_1030,468.0
TEST_1031,470.0
TEST_1032,167.0
TEST_1033,662.0
TEST_1034,712.0
TEST_1035,484.0
TEST_1036,719.0
TEST_1037,138.0
TEST_1038,761.0
TEST_1039,362.0
TEST_1040,590.0
TEST_1041,799.0
TEST_1042,189.0
TEST_1043,463.0
TEST_1044,23.0
TEST_1045,549.0
TEST_1046,265.0
TEST_1047,245.0
TEST_1048,100.0
TEST_1049,172.0
TEST_1050,588.0
TEST_1051,322.0
TEST_1052,282.0
TEST_1053,62.0
TEST_1054,737.0
TEST_1055,216.0
TEST_1056,312.0
TEST_1057,582.0
TEST_1058,701.0
TEST_1059,158.0
TEST_1060,252.0
TEST_1061,439.0
TEST_1062,491.0
TEST_1063,799.0
TEST_1064,375.0
TEST_1065,584.0
TEST_1066,769.0
TEST_1067,417.0
TEST_1068,345.0
TEST_1069,759.0
TEST_1070,350.0
TEST_1071,350.0
TEST_1072,134.0
TEST_1073,464.0
TEST_1074,394.0
TEST_1075,327.0
TEST_1076,391.0
TEST_1077,258.0
TEST_1078,192.0
TEST_1079,274.0
TEST_1080,581.0
TEST_1081,760.0
TEST_1082,1.0
TEST_1083,699.0
TEST_1084,299.0
TEST_1085,590.0
TEST_1086,692.0
TEST_1087,46.0
TEST_1088,441.0
TEST_1089,141.0
TEST_1090,157.0
TEST_1091,759.0
TEST_1092,539.0
TEST_1093,40.0
TEST_1094,449.0
TEST_1095,310.0
TEST_1096,387.0
TEST_1097,361.0
TEST_1098,670.0
TEST_1099,775.0
TEST_1100,178.0
TEST_1101,3.0
TEST_1102,273.0
TEST_1103,222.0
TEST_1104,151.0
TEST_1105,647.0
TEST_1106,48.0
TEST_1107,774.0
TEST_1108,564.0
TEST_1109,680.0
TEST_1110,276.0
TEST_1111,535.0
TEST_1112,514.0
TEST_1113,794.0
TEST_1114,639.0
TEST_1115,273.0
TEST_1116,231.0
TEST_1117,545.0
TEST_1118,300.0
TEST_1119,471.0
TEST_1120,273.0
TEST_1121,59.0
TEST_1122,327.0
TEST_1123,326.0
TEST_1124,6.0
TEST_1125,23.0
TEST_1126,599.0
TEST_1127,27.0
TEST_1128,90.0
TEST_1129,657.0
TEST_1130,626.0
TEST_1131,248.0
TEST_1132,355.0
TEST_1133,299.0
TEST_1134,432.0
TEST_1135,74.0
TEST_1136,285.0
TEST_1137,662.0
TEST_1138,764.0
TEST_1139,116.0
TEST_1140,781.0
TEST_1141,489.0
TEST_1142,219.0
TEST_1143,273.0
TEST_1144,41.0
TEST_1145,559.0
TEST_1146,180.0
TEST_1147,376.0
TEST_1148,736.0
TEST_1149,241.0
TEST_1150,410.0
TEST_1151,573.0
TEST_1152,487.0
TEST_1153,775.0
TEST_1154,163.0
TEST_1155,327.0
TEST_1156,584.0
TEST_1157,761.0
TEST_1158,100.0
TEST_1159,652.0
TEST_1160,252.0
TEST_1161,134.0
TEST_1162,264.0
TEST_1163,755.0
TEST_1164,170.0
TEST_1165,631.0
TEST_1166,304.0
TEST_1167,427.0
TEST_1168,595.0
TEST_1169,17.0
TEST_1170,378.0
TEST_1171,266.0
TEST_1172,366.0
TEST_1173,272.0
TEST_1174,710.0
TEST_1175,676.0
TEST_1176,103.0
TEST_1177,264.0
TEST_1178,20.0
TEST_1179,168.0
TEST_1180,78.0
TEST_1181,488.0
TEST_1182,701.0
TEST_1183,282.0
TEST_1184,641.0
TEST_1185,121.0
TEST_1186,159.0
TEST_1187,78.0
TEST_1188,666.0
TEST_1189,712.0
TEST_1190,7.0
TEST_1191,153.0
TEST_1192,749.0
TEST_1193,516.0
TEST_1194,270.0
TEST_1195,494.0
TEST_1196,583.0
TEST_1197,157.0
TEST_1198,781.0
TEST_1199,322.0
TEST_1200,205.0
TEST_1201,535.0
TEST_1202,510.0
TEST_1203,432.0
TEST_1204,719.0
TEST_1205,556.0
TEST_1206,652.0
TEST_1207,7.0
TEST_1208,157.0
TEST_1209,171.0
TEST_1210,685.0
TEST_1211,25.0
TEST_1212,671.0
TEST_1213,570.0
TEST_1214,17.0
TEST_1215,327.0
TEST_1216,153.0
TEST_1217,687.0
TEST_1218,260.0
TEST_1219,464.0
TEST_1220,423.0
TEST_1221,144.0
TEST_1222,770.0
TEST_1223,553.0
TEST_1224,632.0
TEST_1225,218.0
TEST_1226,27.0
TEST_1227,652.0
TEST_1228,16.0
TEST_1229,296.0
TEST_1230,760.0
TEST_1231,222.0
TEST_1232,590.0
TEST_1233,758.0
TEST_1234,26.0
TEST_1235,367.0
TEST_1236,502.0
TEST_1237,539.0
TEST_1238,579.0
TEST_1239,197.0
TEST_1240,322.0
TEST_1241,674.0
TEST_1242,1.0
TEST_1243,6.0
TEST_1244,674.0
TEST_1245,662.0
TEST_1246,241.0
TEST_1247,444.0
TEST_1248,384.0
TEST_1249,563.0
TEST_1250,377.0
TEST_1251,652.0
TEST_1252,197.0
TEST_1253,114.0
TEST_1254,259.0
TEST_1255,38.0
TEST_1256,178.0
TEST_1257,747.0
TEST_1258,350.0
TEST_1259,752.0
TEST_1260,126.0
TEST_1261,304.0
TEST_1262,7.0
TEST_1263,785.0
TEST_1264,580.0
TEST_1265,125.0
TEST_1266,319.0
TEST_1267,342.0
TEST_1268,320.0
TEST_1269,103.0
